block,plot,precipitation,species,replicate,func_group,life_history,first_flower_mean,early_late,forb_grass,gdd,first_flower,last_flower,first_fruit,last_fruit,peak_flower,peak_fruit,duration_flower,duration_fruit
2,11,50,CS,1,C3,perennial,143,early,forb,136.05,136,161,143,246,147,164,26,104
2,11,50,CS,2,C3,perennial,143,early,forb,136.05,136,175,143,196,143,158,40,54
2,11,50,CS,4,C3,perennial,143,early,forb,136.05,147,171,143,178,166,154,25,36
2,11,50,CS,5,C3,perennial,143,early,forb,136.05,154,175,158,269,171,188,22,112
2,12,-60,CS,2,C3,perennial,147,early,forb,912.85,147,158,147,192,150,166,12,46
2,13,0,CS,5,C3,perennial,150,early,forb,935.7,150,150,143,184,232,159,1,42
2,14,-100,CS,1,C3,perennial,143,early,forb,851.85,143,259,147,322,199,218,117,176
2,14,-100,CS,2,C3,perennial,143,early,forb,851.85,143,150,143,192,145,161,8,50
3,16,-100,CS,1,C3,perennial,147,early,forb,796.4,147,175,147,252,155,171,29,106
3,17,0,CS,1,C3,perennial,133,early,forb,908.9,133,217,143,322,161,176,85,180
3,18,-20,CS,1,C3,perennial,154,early,forb,1126.85,150,150,143,164,232,151,1,22
3,18,-20,CS,2,C3,perennial,154,early,forb,1126.85,147,273,143,322,150,178,127,180
3,18,-20,CS,3,C3,perennial,154,early,forb,1126.85,171,182,143,203,178,166,12,61
3,18,-20,CS,5,C3,perennial,154,early,forb,1126.85,150,150,147,158,232,152,1,12
3,19,-60,CS,1,C3,perennial,140,early,forb,679.45,143,143,147,192,227,161,1,46
3,19,-60,CS,2,C3,perennial,140,early,forb,679.45,136,168,147,196,145,161,33,50
3,19,-60,CS,3,C3,perennial,140,early,forb,679.45,143,150,147,154,145,148,8,8
3,20,50,CS,2,C3,perennial,139,early,forb,798.7,136,158,143,196,152,169,23,54
3,20,50,CS,3,C3,perennial,139,early,forb,798.7,143,158,147,184,150,160,16,38
3,21,-40,CS,1,C3,perennial,146,early,forb,998.15,147,158,147,178,154,161,12,32
3,21,-40,CS,3,C3,perennial,146,early,forb,998.15,143,171,143,196,150,162,29,54
3,21,-40,CS,4,C3,perennial,146,early,forb,998.15,150,150,150,175,232,159,1,26
1,2,-20,DO,1,C3,perennial,158,early,grass,892.25,158,158,154,161,157,156,1,8
1,3,-40,DO,1,C3,perennial,133,early,grass,812.55,136,161,154,158,145,154,26,5
1,3,-40,DO,2,C3,perennial,133,early,grass,812.55,133,158,143,168,136,158,26,26
1,3,-40,DO,3,C3,perennial,133,early,grass,812.55,133,158,143,168,141,154,26,26
1,3,-40,DO,5,C3,perennial,133,early,grass,812.55,133,150,143,168,141,159,18,26
1,4,-60,DO,1,C3,perennial,133,early,grass,654.95,133,143,147,147,134,229,11,1
1,4,-60,DO,2,C3,perennial,133,early,grass,654.95,133,161,143,147,143,143,29,5
1,4,-60,DO,3,C3,perennial,133,early,grass,654.95,133,150,143,164,136,150,18,22
1,4,-60,DO,4,C3,perennial,133,early,grass,654.95,133,161,143,217,147,193,29,75
1,4,-60,DO,5,C3,perennial,133,early,grass,654.95,133,164,143,189,148,175,32,47
1,5,0,DO,1,C3,perennial,135,early,grass,609.85,143,150,143,164,147,150,8,22
1,5,0,DO,2,C3,perennial,135,early,grass,609.85,133,168,143,175,150,162,36,33
1,5,0,DO,3,C3,perennial,135,early,grass,609.85,133,164,143,171,156,165,32,29
1,5,0,DO,4,C3,perennial,135,early,grass,609.85,133,171,158,196,143,182,39,39
1,5,0,DO,5,C3,perennial,135,early,grass,609.85,133,161,154,154,145,229,29,1
1,6,-100,DO,1,C3,perennial,133,early,grass,617.85,136,161,143,171,152,162,26,29
1,6,-100,DO,2,C3,perennial,133,early,grass,617.85,133,182,147,175,152,164,50,29
1,6,-100,DO,3,C3,perennial,133,early,grass,617.85,133,161,143,171,147,160,29,29
1,6,-100,DO,4,C3,perennial,133,early,grass,617.85,133,161,158,220,146,191,29,63
1,6,-100,DO,5,C3,perennial,133,early,grass,617.85,133,161,147,178,150,164,29,32
1,7,-80,DO,1,C3,perennial,136,early,grass,584.3,133,161,143,192,148,168,29,50
1,7,-80,DO,3,C3,perennial,136,early,grass,584.3,147,158,143,168,150,161,12,26
1,7,-80,DO,4,C3,perennial,136,early,grass,584.3,133,158,147,171,147,161,26,25
1,7,-80,DO,5,C3,perennial,136,early,grass,584.3,133,154,143,158,143,154,22,16
2,8,-40,DO,1,C3,perennial,138,early,grass,840.75,136,168,143,210,147,186,33,68
2,8,-40,DO,2,C3,perennial,138,early,grass,840.75,133,158,147,217,143,180,26,71
2,8,-40,DO,3,C3,perennial,138,early,grass,840.75,133,150,154,220,145,185,18,67
2,8,-40,DO,4,C3,perennial,138,early,grass,840.75,133,164,161,171,148,166,32,11
2,8,-40,DO,5,C3,perennial,138,early,grass,840.75,158,164,171,182,159,175,7,12
2,9,-80,DO,1,C3,perennial,140,early,grass,772.15,133,164,143,220,143,190,32,78
2,9,-80,DO,3,C3,perennial,140,early,grass,772.15,136,150,143,158,143,148,15,16
2,9,-80,DO,4,C3,perennial,140,early,grass,772.15,143,161,168,171,150,168,19,4
2,9,-80,DO,5,C3,perennial,140,early,grass,772.15,150,164,168,168,156,236,15,1
2,10,-20,DO,1,C3,perennial,142,early,grass,1285.75,143,217,150,217,164,190,75,68
2,10,-20,DO,2,C3,perennial,142,early,grass,1285.75,133,147,143,217,138,175,15,75
2,10,-20,DO,3,C3,perennial,142,early,grass,1285.75,143,164,147,168,154,158,22,22
2,10,-20,DO,4,C3,perennial,142,early,grass,1285.75,133,150,143,175,139,159,18,33
2,10,-20,DO,5,C3,perennial,142,early,grass,1285.75,158,164,161,182,161,173,7,22
2,11,50,DO,1,C3,perennial,138,early,grass,136.05,143,161,164,164,150,240,19,1
2,11,50,DO,4,C3,perennial,138,early,grass,136.05,133,164,154,161,150,199,32,8
2,12,-60,DO,1,C3,perennial,133,early,grass,811.65,133,150,143,184,140,175,18,42
2,13,0,DO,1,C3,perennial,139,early,grass,841.3,136,164,143,161,150,158,29,19
2,13,0,DO,2,C3,perennial,139,early,grass,841.3,133,158,143,171,147,159,26,29
2,13,0,DO,4,C3,perennial,139,early,grass,841.3,133,161,168,184,156,175,29,17
2,13,0,DO,5,C3,perennial,139,early,grass,841.3,154,164,158,171,158,166,11,14
3,15,-80,DO,1,C3,perennial,133,early,grass,636.8,133,161,147,175,147,166,29,29
3,15,-80,DO,2,C3,perennial,133,early,grass,636.8,133,161,147,217,147,192,29,71
3,16,-100,DO,2,C3,perennial,158,early,grass,796.4,158,164,154,171,161,164,7,18
3,17,0,DO,1,C3,perennial,134,early,grass,818.35,133,158,143,175,145,159,26,33
3,17,0,DO,2,C3,perennial,134,early,grass,818.35,133,158,143,184,149,164,26,42
3,17,0,DO,3,C3,perennial,134,early,grass,818.35,133,171,143,147,148,143,39,5
3,17,0,DO,4,C3,perennial,134,early,grass,818.35,136,150,154,171,143,159,15,18
3,17,0,DO,5,C3,perennial,134,early,grass,818.35,136,158,143,164,146,154,23,22
3,18,-20,DO,1,C3,perennial,135,early,grass,975.3,133,161,154,171,146,164,29,18
3,18,-20,DO,2,C3,perennial,135,early,grass,975.3,133,161,147,171,147,157,29,25
3,18,-20,DO,3,C3,perennial,135,early,grass,975.3,136,164,150,171,143,159,29,22
3,18,-20,DO,4,C3,perennial,135,early,grass,975.3,133,164,147,184,154,168,32,38
3,18,-20,DO,5,C3,perennial,135,early,grass,975.3,143,161,158,231,148,190,19,74
3,19,-60,DO,1,C3,perennial,137,early,grass,581.1,133,154,158,158,143,157,22,1
3,19,-60,DO,2,C3,perennial,137,early,grass,581.1,147,154,150,168,148,159,8,19
3,19,-60,DO,3,C3,perennial,137,early,grass,581.1,133,168,143,192,145,177,36,50
3,19,-60,DO,4,C3,perennial,137,early,grass,581.1,136,158,154,161,147,158,23,8
3,19,-60,DO,5,C3,perennial,137,early,grass,581.1,136,150,158,164,145,159,15,7
3,20,50,DO,1,C3,perennial,140,early,grass,771.55,133,164,147,199,148,173,32,53
3,20,50,DO,2,C3,perennial,140,early,grass,771.55,133,220,147,217,161,191,88,71
3,20,50,DO,3,C3,perennial,140,early,grass,771.55,154,168,168,217,159,187,15,50
3,21,-40,DO,1,C3,perennial,133,early,grass,812.05,133,164,154,217,145,190,32,64
3,21,-40,DO,2,C3,perennial,133,early,grass,812.05,136,154,158,217,145,187,19,60
3,21,-40,DO,3,C3,perennial,133,early,grass,812.05,133,161,147,168,149,158,29,22
3,21,-40,DO,4,C3,perennial,133,early,grass,812.05,133,154,147,168,147,159,22,22
3,21,-40,DO,5,C3,perennial,133,early,grass,812.05,133,161,154,210,147,183,29,57
1,1,50,ES,1,C3,annual,133,early,forb,813.7,133,178,147,178,148,168,46,32
1,3,-40,ES,1,C3,annual,133,early,forb,812.55,133,175,154,178,150,168,43,25
1,3,-40,ES,2,C3,annual,133,early,forb,812.55,133,184,150,213,160,171,52,64
1,3,-40,ES,3,C3,annual,133,early,forb,812.55,133,192,154,192,147,182,60,39
1,4,-60,ES,1,C3,annual,133,early,forb,686,133,184,150,184,151,168,52,35
1,5,0,ES,1,C3,annual,147,early,forb,650.65,147,192,154,196,158,182,46,43
1,5,0,ES,2,C3,annual,147,early,forb,650.65,147,184,158,213,157,176,38,56
1,6,-100,ES,1,C3,annual,133,early,forb,684.15,133,189,154,196,157,169,57,43
2,8,-40,ES,1,C3,annual,134,early,forb,840.75,133,184,158,184,155,168,52,27
2,8,-40,ES,2,C3,annual,134,early,forb,840.75,133,158,154,158,144,154,26,5
2,8,-40,ES,3,C3,annual,134,early,forb,840.75,136,168,150,168,150,160,33,19
2,9,-80,ES,1,C3,annual,136,early,forb,843.7,136,182,158,184,148,175,47,27
2,11,50,ES,1,C3,annual,150,early,forb,136.05,150,164,150,164,153,160,15,15
2,12,-60,ES,1,C3,annual,150,early,forb,844.3,150,184,158,184,165,171,35,27
2,13,0,ES,1,C3,annual,136,early,forb,890.25,133,184,150,184,152,162,52,35
2,13,0,ES,2,C3,annual,136,early,forb,890.25,133,196,147,199,148,181,64,53
2,13,0,ES,4,C3,annual,136,early,forb,890.25,133,182,143,184,150,160,50,42
2,13,0,ES,5,C3,annual,136,early,forb,890.25,147,175,158,178,158,166,29,21
2,14,-100,ES,1,C3,annual,145,early,forb,935.15,147,192,154,192,167,172,46,39
2,14,-100,ES,2,C3,annual,145,early,forb,935.15,143,168,154,154,150,155,26,1
2,14,-100,ES,3,C3,annual,145,early,forb,935.15,143,182,158,184,162,171,40,27
2,14,-100,ES,4,C3,annual,145,early,forb,935.15,150,184,154,184,167,171,35,31
3,15,-80,ES,1,C3,annual,147,early,forb,706.05,147,161,161,161,152,154,15,1
3,16,-100,ES,1,C3,annual,143,early,forb,870.8,143,182,158,184,159,169,40,27
3,17,0,ES,1,C3,annual,133,early,forb,866.65,133,168,158,168,146,160,36,11
3,18,-20,ES,1,C3,annual,133,early,forb,847.6,133,171,150,171,151,160,39,22
3,18,-20,ES,2,C3,annual,133,early,forb,847.6,133,178,154,178,154,163,46,25
3,19,-60,ES,1,C3,annual,134,early,forb,612.95,136,184,154,196,154,165,49,43
3,19,-60,ES,2,C3,annual,134,early,forb,612.95,133,158,154,158,144,154,26,5
3,19,-60,ES,3,C3,annual,134,early,forb,612.95,133,184,154,184,152,170,52,31
3,20,50,ES,1,C3,annual,147,early,forb,847.55,133,161,147,161,145,158,29,15
3,20,50,ES,2,C3,annual,147,early,forb,847.55,161,213,161,206,180,181,53,46
3,21,-40,ES,1,C3,annual,136,early,forb,812.05,133,168,154,168,144,161,36,15
3,21,-40,ES,2,C3,annual,136,early,forb,812.05,133,182,150,184,157,171,50,35
3,21,-40,ES,3,C3,annual,136,early,forb,812.05,133,178,150,178,156,165,46,29
3,21,-40,ES,4,C3,annual,136,early,forb,812.05,133,196,158,206,161,178,64,49
3,21,-40,ES,5,C3,annual,136,early,forb,812.05,150,178,154,184,150,164,29,31
1,1,50,SC,1,C4,perennial,290,late,grass,3586.5,290,290,290,290,299,299,1,1
2,11,50,SC,5,C4,perennial,259,late,grass,2116,259,262,301,301,259,306,4,1
3,20,50,SC,2,C4,perennial,301,late,grass,3699.05,301,301,308,322,304,311,1,15
1,2,-20,SE,3,C3,perennial,278,late,forb,3768.35,280,301,290,322,286,305,22,33
